id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024180,45558.55069,"Valenzuela, Philippines",Philippines,Female,15,Secondary school student,"Datacamp, edX, Freecodecamp, Khan Academy, LeetCode, Udemy, W3Schools",A web app to detect danger in messages of children ,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Google Drive, Zoom, Slack, Discord",Python,"No, I do not use AI currently","Kaggle Notebooks, Colab Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Science Philippines, DEVCON Community Group, DEVCON Philippines, FTW Foundation, Python Philippines, Women Who Code Manila",Upskill / Skill acquisition,"Answer surveys, Connect with sponsors, Coordinate during events, Volunteer for group initiatives, Volunteer to speak in events",,,
2024191,45561.39931,"Manila, Philippines",Philippines,LGBTQ+,20,College degree,"edX, Udemy","I do not have any project yet at this moment because I'm still a student in T.I.P-Manila, currently taking BS Data Science. But I can say that I'm a project myself, still studying, still growing, and I have one aim, and that's to be a Data Science",Education,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Google Meet, Notion","DAX (Power BI), R","Chatgpt, Copilot, Humanize.ai",,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AI Pilipinas, Analytics for Pinoys, AWS AI/ML, Big Data Analytics PH, Data Science Philippines Discussion Group (Moderated), Data Science World - R & Python Free Courses, Databeers Manila, DataScience.PH, Datasense Philippines, DEVCON Community Group, DEVCON Philippines, Eskwelabs Data Science Aral-Aral Group, Python Philippines, R User Group - Philippines","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Coordinate during events, Volunteer for group initiatives","I cannot think of any more ways since the Page, the Group and there are channels/Community Chats in the Messenger that I sometimes open so that I can read and learn those who are having a problem and those who are giving solutions to it.",,Technological Institute of the Philippines
2024196,45563.31875,"Taguig, Philippines",Philippines,Male,22,College degree,"Codecademy, Coursera, Datacamp, edX, Khan Academy, Udemy, W3Schools",Undergraduate thesis on housing.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Python, R","Chatgpt, Copilot, Gemini",PythonAnywhere Jupyter Notebook,laptop,"No, I just found out now.",,"Analytics Association of the Philippines, Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines",,,,,
2024200,45563.32153,"Zamboanga City, Philippines",Philippines,Male,30,College degree,"W3Schools, Youtube bootcamp",I don???t have projects in the last 6 month. ,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Zamboanga City,"35,001 to 45,000",Full-time,100% onsite,IT Technical Support,IT Technical Support,6 to 10,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"Excel, MS Teams",,"No, I do not use AI currently",,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,Upskill / Skill acquisition,Answer surveys,,My network  - people I know,Local employer
2024205,45563.33264,"Tinambac, Camarines Sur, Bicol, Philippines",Philippines,Female,24,College degree,"Cisco, Coursera, MicrosoftLearn, Real Python, SoloLearn, Udemy",For now none. Most are only in planning stage and not yet coded/programmed. ,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Trello, Zoom, MS Teams, Google Meet, Discord",Python,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines",Upskill / Skill acquisition,"Answer surveys, Coordinate during events, Co-training/ Training",,,
2024210,45563.34236,"Pasig, Philippines",Philippines,Male,28,College degree,"Codecademy, LeetCode, MicrosoftLearn, Udemy, W3Schools, Youtube bootcamp",Optimization and overhaul of an existing collection process (in the Finance industry) using data-driven approaches. Introduced advanced reporting and dashboards for visibility of this improved process.,Banking / Finance / Insurance,Professional,Work city different from residence,Quezon City,"65,001 to 75,000",Full-time,Hybrid,Data Analyst,"Data Scientist, Analytics Engineer",6 to 10,Don't know,Don't know,Oracle ,Don't know,Power BI,Don't know,Don't know,Don't know,None,Oracle Database,"Excel, Google Drive, OneDrive, MS Teams","DAX (Power BI), M language (Power Query), Python, SQL","Chatgpt, Copilot",,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",Power BI Pilipinas Community,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Mentor, Resource for specific topic, Volunteer for group initiatives, Volunteer to speak in events",Frequent meetups in multiple locations so that it will be accessible to more users who want to connect,Udemy,Multinational employer
2024214,45563.34861,"Quezon City, Philippines",Philippines,Male,,College degree,"Coursera, Datacamp, Udemy",Bellabeat Case Study. I analyzed data from fitness tracker.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Javascript, M language (Power Query), Python, R, SQL, VBA","Chatgpt, Copilot, Gemini, Perplexity",Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines, Digital Analytics Philippines, Project SPARTA","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Resource for specific topic",,,
2024215,45563.34861,Muntinlupa City,Philippines,Female,33,College degree,Not currently using any digital tools for learning,Performance (Productivity and Efficiency) Dashboard ,"IT, BPO, and Business Services",Career shifter,Work city same as residence,"Alabang, Muntinlupa City","15,001 to 25,000",Full-time,Mostly work from home/ fully remote,Reporting,Management,2 to 3,None,Power Query,None,None,Power BI,None,None,None,None,None,"Excel, OneDrive, MS Teams","DAX (Power BI), M language (Power Query)",Chatgpt,None,laptop,"No, I just found out now.","No, I just browsed through.","Data Analytics Philippines, Datasense Philippines, Project SPARTA","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network",Answer surveys,Survey,My network  - people I know,Multinational employer
2024217,45563.35069,Las Pi?Ïas ,Philippines,Female,,Other - specify,"Freecodecamp, W3Schools, Youtube bootcamp",A website with database.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Google Meet, Discord","Javascript, SQL",Chatgpt,Replit,laptop,"No, I just found out now.",,"AI Pilipinas, DevOps Philippines, DEVCON Community Group, DEVCON Philippines",Upskill / Skill acquisition,"Answer surveys, Coordinate during events, Co-training/ Training, Volunteer for group initiatives",,,
2024218,45563.35069,"Cebu City, Philippines",Philippines,Female,24,College degree,"Datacamp, LinkedIn Learning, MicrosoftLearn, Skillshare",Not really a project but I was a resource speaker for a community launch here in Cebu (Cebu Microsoft Tech Users Group). I spoke about Power BI and Microsoft Fabric and shown a sample of an End to End pipeline.,"IT, BPO, and Business Services",Professional,Work city same as residence,Cebu City ,"25,001 to 35,000",Full-time,Hybrid,Data Analyst,"Business Analyst, Analytics Engineer",6 to 10,None,"Pandas, dbt, Spark",Databricks,Don't know,Power BI,Don't know,Monte Carlo Data,None,Databricks,SAP HANA,"OneDrive, MS Teams","DAX (Power BI), M language (Power Query)",Copilot,Databricks Collaborative Notebooks,laptop,"No, I just found out now.",,"Analytics Association of the Philippines, Data Analytics Philippines, DataScience and BigData Cebu, DEVCON Philippines, FTW Foundation, PizzaPy - Cebu Python Users Group, Project SPARTA","Career advancement, Continued learning, Network","Answer surveys, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,My network  - people I know,Multinational employer
2024220,45563.35208,"Antipolo City, Philippines ",Philippines,Male,21,College degree,"edX, Kaggle Online course, W3Schools, Youtube bootcamp",The best project I did is a machine learning project which is sentiment analysis ,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, OneDrive, Discord, jupyter notebook ","Python, SQL","Chatgpt, Copilot",NA,laptop,"No, I just found out now.","No, I just browsed through.",None,Continued learning,"Answer surveys, Connect with sponsors, Co-training/ Training",I don't have any suggestions ,,NA
2024222,45563.35278,"Santa Cruz, Laguna, Philippines",Philippines,Male,20,College degree,"Coursera, Datacamp, Freecodecamp, Udemy","The best project that I've done in the last 6 months was an election system in C# .NET Framework with data visualisation in a dashboard. It's a local application where you can create and start an election by adding candidates and parties. Users also register to be able to vote at the election. Then there is a dashboard which shows basic statistical data visuals about the current running election like the percentage of voter turnout, voter percentage per year level, etc.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Google Drive, Zoom, Google Meet","Python, SQL","Chatgpt, Claude, Copilot, Gemini","Kaggle Notebooks, Colab Notebooks, Azure Notebooks, PythonAnywhere Jupyter Notebook, Replit",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Artificial Intelligence Philippines, DEVCON Philippines, Python Philippines","Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Resource for specific topic, Volunteer to speak in events","As of now, I can't think of a new way to improve the group's communication since I think it's already great. I'm a member of the general chat and I think it's helpful in giving me insights and knowledge about the field, in both theoretical and real-life aspects, even if I just casually observe the conversations happening there. ",,Local employer
2024226,45563.36458,"Malolos, Bulacan",Philippines,Male,,College degree,"edX, Freecodecamp, HackerRank, LeetCode",A weather app that utilizes openweathermap api,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Mandaluyong,"25,001 to 35,000",Full-time,Mostly work from home/ fully remote,Business Analyst,Business Analyst,1 - Just me,None,Pandas,None,None,"Power BI, Tableau",,,,,SAP HANA,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Slack",Python,"Chatgpt, Copilot, Gemini",PythonAnywhere Jupyter Notebook,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Community: SPARTA PH, Data Science Philippines, Python Philippines","Decision to shift, Upskill / Skill acquisition","Answer surveys, Regularly post content, Volunteer for group initiatives",,LinkedIn,Multinational employer
2024228,45563.36875,"Quezon City, Philippines",Philippines,Female,25,College degree,"Coursera, Datacamp, Google Analytics, Oracle University",I am currently working on an online web application using Oracle APEX for my work's bootcamp before project deployment. This includes DBMs where PL/SQL is used for querying. I am a mechanical engineering graduate but having started with PostgreSQL in DataCamp really helped me get a headstart. For me this is so far the best project I did this year.,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Taguig City,"15,001 to 25,000",Full-time,Hybrid,Developer,"Data Engineer, Cloud Architect, Developer",30+,,,,,,,,,,Oracle Database,"Google sheets, Excel, Google Drive, MS Teams, Discord",SQL,Amethyst,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition",Answer surveys,,LinkedIn,Multinational employer
2024232,45563.37917,"Manila, Philippines",Philippines,Male,29,College degree,"Coursera, Udemy, Zoomcamp",AI chatbot that will answer any questions related to my career experience and skills (targeted for recruiters),"IT, BPO, and Business Services",Career shifter,Work city same as residence,"Makati, Manila","65,001 to 75,000",Full-time,Hybrid,Software Engineer,"Cloud Architect, UI/UX Designer",11 to 30,Don't know,Pandas,None,None,None,None,None,Datahub,"Amazon Web Services (AWS), Microsoft Azure",None,"MS Teams, JIRA","Python, Typescript","Chatgpt, Perplexity, Github copilot",,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AI Pilipinas, AIM-Master of Science in Data Science, DevOps Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events","Organize more events, especially online sessions to reach more people (call for more volunteers).","LinkedIn, My network  - people I know, Jobstreet",Multinational employer
2024238,45563.38889,"Manila, Philippines",Philippines,Male,27,College degree,"AWS Cloud Certification, Udemy",Lakehouse Platform for a Food Manufacturing Company using AWS,"IT, BPO, and Business Services",Professional,Work city different from residence,Taguig City,"125,001 to 250, 000",Full-time,Mostly work from home/ fully remote,Data Engineer,"Management, Data Engineer, Data Analyst, Business Analyst, Analytics Engineer, Cloud Architect",6 to 10,"Spark, Python","Pandas, Spark",AWS Redshift,"Airflow, AWS Step Functions",Power BI,"Spark, Python",Great Expectations,Datahub,Amazon Web Services (AWS),,"Excel, OneDrive, MS Teams, Slack, Jira","Python, SQL","Chatgpt, Claude","Amazon Sagemaker Studio, Amazon Sagemaker Studio Lab",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AWS AI/ML, Data Science Philippines Discussion Group (Moderated), Python Philippines, AWS User Group Philippines, Databricks User Group Philippines (DBUG-PH)","Continued learning, Network, Help others, share knowledge","Joint initiative with other groups, Regularly post content, Resource for specific topic, Volunteer for group initiatives, Volunteer to speak in events",,"LinkedIn, My network  - people I know",Local employer
2024240,45563.39097,"Manila, Philippines",Philippines,Female,23,College degree,Not currently using any digital tools for learning,designing and usage of nutrition education materials,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, Zoom, Google Meet, Discord",,Chatgpt,,laptop,"No, I just found out now.","No, I just browsed through.",None,"Continued learning, Upskill / Skill acquisition",Answer surveys,,,N/A
2024241,45563.39444,"Caloocan, Philippines",Philippines,Male,,College degree,Udemy,"Modified the existing data pipeline of the company to process data smoothly by applying continuous integration continuous delivery utilizing AWS, Python and Bitbucket Pipeline","IT, BPO, and Business Services",Professional,Work city different from residence,Pasig,"35,001 to 45,000",Full-time,Mostly work from home/ fully remote,Data Engineer,"Data Engineer, Analytics Engineer, Developer",6 to 10,Talend,"Pandas, dbt, Spark","AWS Redshift, Big Query, Snowflake","Airflow, AWS Step Function","Power BI, Tableau",None,None,None,"Amazon Web Services (AWS), Google Cloud Platform (GCP), Microsoft Azure, Snowflake, Databricks","Apache Hadoop, Apache Spark, MongoDB, PostgreSQL, Teradata","Google sheets, Excel, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Slack, Discord",Python,Chatgpt,,laptop,"No, I just found out now.","No, I just browsed through.",Community: SPARTA PH,"Career advancement, Continued learning, Upskill / Skill acquisition, Network",Answer surveys,active discord channel and also assisting people looking for job opening,"LinkedIn, Jobstreer",Multinational employer
2024245,45563.39722,"Antipolo, Rizal",Philippines,Male,37,,"Not currently using any digital tools for learning, Youtube bootcamp",I tried connecting Netsuite to azure but it failed,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Home,"65,001 to 75,000",Full-time,Mostly work from home/ fully remote,Data Analyst,Business Analyst,2 to 3,Dataverse,Dataverse,Dataverse,None,Power BI,None,None,None,Microsoft Azure,Oracle Database,"Excel, MS Teams","DAX (Power BI), M language (Power Query)","No, I do not use AI currently",,laptop,"No, I just found out now.","No, I just browsed through.",None,"Career advancement, Continued learning",Mentor,,"LinkedIn, Indeed",Multinational employer
2024246,45563.40903,"Manila, Philippines",Philippines,Male,21,Other - specify,W3Schools,"Because the word best is subjective, I think the best project i did is the first data visualization created using power bi, because that's my first time and i really enjoy doing that project more than anything else",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,,,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Analytics for Pinoys, AWS AI/ML, Data Analytics Philippines, Datasense Philippines, DevOps Philippines, DEVCON Community Group, DEVCON Philippines, Eskwelabs Data Science Aral-Aral Group, Power BI Philippines UG, Power BI Users Meetup, Python Philippines",Career advancement,"Answer surveys, Coordinate during events, Joint initiative with other groups, Co-training/ Training, Volunteer for group initiatives",,,
2024255,45563.41875,"Pasay City, Philippines",Philippines,Male,24,College degree,"Datacamp, LinkedIn Learning, MicrosoftLearn, W3Schools, Youtube bootcamp",One of the best projects that I had  was the covid 19 project that I created. It was my best project because while creating the project I learned a lot of techniques in data analysis. Starting from Cleaning data to data exploration. It was my best projects because I just finished the SQL course that time so it was easy to extract and write a script with SQL on what was my goal at the end. ,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord","Javascript, M language (Power Query), Python, R, SQL","Chatgpt, Copilot","Kaggle Notebooks, Azure Notebooks",desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",None,"Continued learning, Upskill / Skill acquisition","Answer surveys, Joint initiative with other groups","I think when someone wants to post a job vacancy on the group the job post can also be seen in the data engineering Pilipinas website. This would be easier for someone who frquently goes there for resources. So that they can also see the job posts about data analytics, data engineer, etc.",,N/A
2024260,45563.43611,"Pasig, Philippines",Philippines,Male,26,College degree,"Datacamp, Udemy",So far I have been doing projects from the Associate in Data Scientist using Python course from DataCamp. The latest project I have finished requires me to manipulate data from a csv file so i can get the summary statistics such as standard deviation and be able to output the best performing borough in terms of schools??? average SAT scores.,Energy,Professional,Work city same as residence,Pasig City,"35,001 to 45,000",Full-time,100% onsite,Field Electrical Engineer,Protection Engineer,1 - Just me,,Pandas,,,Power BI,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Trello, Zoom, MS Teams, Slack, Discord",Python,Chatgpt,,laptop,"No, I just found out now.",,"AIM-Master of Science in Data Science, Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines, Data Science Philippines Discussion Group (Moderated), Datasense Philippines, Eskwelabs Data Science Aral-Aral Group, Project SPARTA","Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Joint initiative with other groups",I haven???t deep dived so far so I have no suggestions so far,Facebook,Local employer
2024264,45563.44306,"Batangas City, Philippines",Philippines,Male,20,College degree,Not currently using any digital tools for learning,Maze Algorithm Solver,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Google Drive, Google Meet, Discord",Python,"Chatgpt, Claude, Copilot",I use none,laptop,"No, I just found out now.","No, I just browsed through.",School of Data Philippines,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events",None,,Local employer
2024267,45563.45347,"Taguig, Philippines",Philippines,Male,23,College degree,"Codecademy, Coursera, Datacamp, Freecodecamp, Google Analytics, Khan Academy, LinkedIn Learning, Udemy, W3Schools, Youtube bootcamp",Academic research on ChatGPT and LLMs,"IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Slack, Discord","Appscript (Google), Javascript, M language (Power Query), Python","Chatgpt, Claude, Copilot, Jasper AI, Github copilot",Google Cloud Vertex AI Workbench,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Lead a study group, Mentor, Regularly post content, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",More moderated forums and sub group chats,,Local employer
2024276,45563.47778,"Quezon City, Philippines",Philippines,Female,23,College degree,"Coursera, edX, Google Analytics, Google Cloudskills Boost, Khan Academy, Udemy, W3Schools","Creating tools like productivity tracker, scheduling system, forecasting tool, shrinkage monitoring system.","IT, BPO, and Business Services",Career shifter,Work city different from residence,Quezon City,"25,001 to 35,000",Full-time,100% onsite,Data Entry with Analysis,Data Analyst,11 to 30,"Don't know, None","Don't know, None","Don't know, None",None,"Don't know, None","Don't know, None","Don't know, None","Don't know, None",Google Cloud Platform (GCP),Don't know,"Google sheets, Excel, Google Drive, MS Teams, Google Meet","Appscript (Google), SQL",Chatgpt,Google Cloud Vertex AI Workbench,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines, Data and Analytics Manila, DEVCON Community Group, DEVCON Philippines, Eskwelabs Data Science Aral-Aral Group, FTW Foundation, Project SPARTA, PyData Philippines, Python Philippines, Robotic Process Automation (RPA) - Manila","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Lead a study group, Mentor, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,"Indeed, My network  - people I know",Multinational employer
2024279,45563.48333,"Cavite, Philippines",Philippines,Male,34,College degree,"Freecodecamp, MicrosoftLearn, Udemy, W3Schools","None, still on learning phase",Manufacturing,Career shifter,Work city different from residence,General Trias Cavite,"25,001 to 35,000",Full-time,100% onsite,Technician,Technician,30+,Don't know,Don't know,Don't know,Don't know,Power BI,Don't know,Don't know,Don't know,"Don't know, None",Oracle Database,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Javascript, VBA","Chatgpt, Copilot",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","DEVCON Community Group, DEVCON Philippines, Eskwelabs Data Science Aral-Aral Group, Programmers,Developers","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Lead a study group, Mentor, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events","Frequent gatherings or meetings, mini hackathon for the group",My network  - people I know,Local employer
2024282,45563.49514,Cavite,Philippines,Male,31,College degree,"Coursera, Datacamp, Freecodecamp, MicrosoftLearn","Simple end-to-end ETL, from ingestion to Postgresql to PowerBI",Telecommunication,Career shifter,Work city different from residence,Makati City,"55,001 to 65,000",Full-time,Hybrid,Data Analyst,"Management, Data Engineer, Business Analyst",1 - Just me,None,Pandas,None,None,Power BI,None,None,None,Microsoft Azure,PostgreSQL,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet","DAX (Power BI), M language (Power Query), Python, SQL",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines Discussion Group (Moderated), Power BI Philippines UG","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Volunteer for group initiatives",,"LinkedIn, My network  - people I know",Local employer
2024284,45563.49931,Laguna,Philippines,Female,33,College degree,"Coursera, MicrosoftLearn, O'Reilly Online Learning",Migration of MicroStartegy Reports to PowerBI (frontend) and dara migration from onprem to databricks (backend),Shipping,Professional,Work city different from residence,Pasay,"125,001 to 250, 000",Full-time,Hybrid,Analytics Engineer,"Management, Data Engineer, Data Analyst",11 to 30,,,Databricks,,"Power BI, MicroStrategy",,,,"Microsoft Azure, Databricks",MongoDB,"Excel, OneDrive, Zoom, MS Teams","DAX (Power BI), M language (Power Query), SQL","Chatgpt, Copilot",Databricks Collaborative Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",None,"Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Joint initiative with other groups, Resource for specific topic",,Indeed,Multinational employer
2024285,45563.50139,Laguna,Philippines,Male,28,College degree,"Codecademy, Coursera, Datacamp, Freecodecamp, Kaggle Online course, Udemy, W3Schools, Youtube bootcamp",Yet to finish one.,Own Business/ Consultancy/Freelance,Freelance,Work city same as residence,Laguna Philippines,"15,001 to 25,000",Part-time,Mostly work from home/ fully remote,Data entry,Data Analyst,1 - Just me,Don't know,Don't know,None,None,Power BI,None,"Don't know, None","Don't know, None",Don't know,"Don't know, None","Excel, Dropbox, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Python, SQL, VBA","Chatgpt, Julius",Kaggle Notebooks,desktop,"No, I just found out now.","No, I just browsed through.",DEP and Programming groups,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Resource for specific topic","A number of contents every week. For instance, 3 posts in a span of a week. Simple topics like top 3 most question asked during Data analytics interview. Basic SQL-answered content. :)","LinkedIn, Upwork, OnlineJobs.ph, My network  - people I know",Local employer
2024287,45563.50208,"Batangas, City. Philippines",Philippines,Male,19,College degree,"Cisco, Datacamp",Bakante_webApp(ongoing),Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Google Drive, Google Meet","Javascript, SQL, Typescript, C++",Chatgpt,none,laptop,"No, I just found out now.","No, I just browsed through.",None,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Co-training/ Training",More interactions ,,N/A
2024288,45563.50278,"Pampanga, Philippines",Philippines,Male,23,College degree,"Freecodecamp, Kaggle Online course, W3Schools, Youtube bootcamp","The best project I worked on in the last six months was the MySQL project from Alex The Analyst on YouTube. It was a hands-on experience where I analyzed a dataset, wrote complex queries, and practiced essential MySQL skills like joins, aggregations, and subqueries. This project not only helped me solidify my understanding of SQL but also boosted my confidence in using data to uncover insights. It was a key step in my journey as I shift into data analytics.",Not working,Career shifter,Work city same as residence,"Pampanga, PH","15,000 and below",Freelance,Mostly work from home/ fully remote,Data Analyst,Data Analyst,1 - Just me,None,Pandas,,,"Power BI, Tableau",,,,,,"Excel, Zoom, Slack","Python, SQL","Chatgpt, Datalab",Kaggle Notebooks,laptop,"No, I just found out now.",,Data Analytics Philippines,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Coordinate during events, Joint initiative with other groups",,"LinkedIn, Indeed, Upwork, OnlineJobs.ph",
2024292,45563.52292,"Manila, Philippines",Philippines,Female,22,College degree,"edX, Udemy",Data Analysis Poster (R),Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Trello, Zoom, MS Teams, Google Meet, Discord","R, VBA","No, I do not use AI currently",,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics for Pinoys, Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines, FTW Foundation, Project SPARTA, SPARTA PH: Data Engineer","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition","Answer surveys, Coordinate during events, Lead a study group, Volunteer for group initiatives","I think the group provides accessible communication among its members, so there is none at the moment.",,
2024294,45563.54583,"Quezon City, Philippines",Philippines,Female,47,College degree,"Datacamp, Udemy, W3Schools, Youtube bootcamp",None,Not working,Career shifter,Work city same as residence,Quezon City - as of now I am unemployed,"25,001 to 35,000",Freelance,Mostly work from home/ fully remote,Software Engineer,"Software Engineer, Developer",1 - Just me,None,Don't know,None,None,Power BI,"Don't know, None",None,None,None,Don't know,"Google sheets, Excel, Dropbox, Google Drive, Zoom, Google Meet, Discord","DAX (Power BI), SQL","Chatgpt, Gemini",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Community: SPARTA PH, Data Analytics Philippines, Datasense Philippines, FTW Foundation, Project SPARTA, Women Who Code Manila","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups",,"Indeed, OnlineJobs.ph",Unemployed
